id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
249,FEMALE,WHITE,SOUTH WEST,YES,1,1,87,21,3,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,13,11,8,12,PRETTY HAPPY,WIDOWED,,19,,YES,GOOD,MIDDLE CLASS,38.4,52,25.4,70,,,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,6
250,MALE,BLACK,SOUTH WEST,YES,6,5,47,23,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,12,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,27,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,35.1,26.4,86,78.5,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,7
251,MALE,WHITE,SOUTH WEST,YES,2,2,82,30,1,DETACHED 1-FAM HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,12,10,15,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,25,VERY SATISFIED,YES,,MIDDLE CLASS,35.4,32.3,29.4,58.1,,,CONSERVATIVE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,3
252,MALE,WHITE,SOUTH WEST,YES,2,2,48,24,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,13,PRETTY HAPPY,NEVER MARRIED,,40,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,87.9,52.4,33.1,29,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO MUCH,TOO LITTLE,ABOUT RIGHT,,"GAY, LESBIAN OR HOMOSEXUAL",RADIO,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,1
253,MALE,OTHER,SOUTH WEST,NO,5,2,42,34,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,12,16,PRETTY HAPPY,MARRIED,VERY HAPPY,29,MOD. SATISFIED,NO,EXCELLENT,MIDDLE CLASS,86.6,91,70,63.5,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,A GREAT DEAL,,,8
254,MALE,WHITE,SOUTH WEST,YES,5,5,37,21,6,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,12,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,27,VERY SATISFIED,YES,EXCELLENT,MIDDLE CLASS,66.1,63.2,23,37.7,$25000 OR MORE,,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,,,,,,YES,1
255,FEMALE,OTHER,SOUTH WEST,NO,4,2,39,33,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,BACHELOR,16,16,15,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,26,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,80.3,50.7,65.8,83.7,$6000 TO 6999,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,NOT AT ALL INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,YES,0
256,MALE,WHITE,SOUTH WEST,YES,,2,74,25,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,20,14,12,NOT TOO HAPPY,MARRIED,VERY HAPPY,23,A LITTLE DISSAT,YES,,WORKING CLASS,63.5,91,29.3,78.5,$20000 - 24999,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO MUCH,TOO MUCH,HETEROSEXUAL OR STRAIGHT,RADIO,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
257,MALE,OTHER,SOUTH WEST,NO,4,4,33,27,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,13,5,16,0,VERY HAPPY,NEVER MARRIED,,60,VERY SATISFIED,NO,,MIDDLE CLASS,29.4,63,21.2,45,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,,1
258,MALE,WHITE,SOUTH WEST,YES,2,1,43,28,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,18,9,13,PRETTY HAPPY,DIVORCED,,27,VERY SATISFIED,YES,,MIDDLE CLASS,63.5,48.5,18,68,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,HARDLY ANY,A GREAT DEAL,HARDLY ANY,YES,2
259,MALE,OTHER,SOUTH WEST,NO,2,2,63,26,6,ROW HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,8,3,12,VERY HAPPY,MARRIED,VERY HAPPY,14,VERY SATISFIED,YES,,WORKING CLASS,51.9,50.5,30,50.5,,,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,,,INTERNET,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,4
260,FEMALE,WHITE,SOUTH WEST,NO,2,2,77,24,2,DETACHED 1-FAM HOUSE,RETIRED,LESS THAN PRIMARY/HIGH SCHOOL,2,9,0,2,VERY HAPPY,MARRIED,VERY HAPPY,26,,YES,FAIR,UPPER CLASS,31.4,77,37,31.4,,$25000 OR MORE,,TOO LITTLE,ABOUT RIGHT,TOO MUCH,TOO LITTLE,,MAGAZINES,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,5
261,FEMALE,OTHER,SOUTH WEST,YES,2,2,47,26,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,13,18,16,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,20,MOD. SATISFIED,YES,,MIDDLE CLASS,60.6,65.8,38.4,38.1,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO MUCH,TOO LITTLE,,ABOUT RIGHT,,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,1
262,MALE,WHITE,SOUTH WEST,YES,5,3,47,26,4,DETACHED 1-FAM HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,12,12,12,12,NOT TOO HAPPY,MARRIED,PRETTY HAPPY,25,A LITTLE DISSAT,YES,FAIR,WORKING CLASS,63.5,49.3,37,34.4,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,,,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,,2
263,MALE,WHITE,SOUTH WEST,NO,3,3,26,23,10,2 UNITS SIDE BY SIDE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,6,3,0,12,PRETTY HAPPY,SEPARATED,,60,MOD. SATISFIED,NO,GOOD,LOWER CLASS,38.7,26.5,83,80,$10000 - 14999,$10000 - 14999,,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,6
264,MALE,WHITE,SOUTH WEST,YES,3,2,38,25,1,OTHER,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,3,10,12,NOT TOO HAPPY,MARRIED,PRETTY HAPPY,,MOD. SATISFIED,YES,,WORKING CLASS,32.3,21,76,22.5,$20000 - 24999,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,YES,2
265,FEMALE,WHITE,SOUTH WEST,YES,3,1,55,18,4,APARTMENT HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,10,14,18,9,PRETTY HAPPY,WIDOWED,,21,VERY DISSATISFIED,YES,GOOD,WORKING CLASS,38.4,44.7,41,18,,$1000 TO 2999,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,10
266,FEMALE,WHITE,SOUTH WEST,YES,4,2,50,30,2,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,14,12,14,1,NOT TOO HAPPY,WIDOWED,,29,MOD. SATISFIED,YES,FAIR,WORKING CLASS,36.9,39.4,30.7,54,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,ONLY SOME,HARDLY ANY,HARDLY ANY,,11
267,MALE,OTHER,SOUTH WEST,YES,3,2,39,14,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,13,7,NOT TOO HAPPY,NEVER MARRIED,,59,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,61.9,45.4,30.7,61,,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO MUCH,TOO LITTLE,TOO MUCH,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,,16
268,MALE,WHITE,SOUTH WEST,YES,2,2,58,31,2,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,18,19,12,16,VERY HAPPY,MARRIED,VERY HAPPY,30,,NO,GOOD,UPPER CLASS,63.5,92.3,19,63.5,,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,0
269,FEMALE,WHITE,SOUTH WEST,YES,1,1,74,24,1,2 UNITS SIDE BY SIDE,RETIRED,BACHELOR,18,10,12,4,VERY HAPPY,WIDOWED,,19,,NO,,MIDDLE CLASS,78.5,63.5,74,22,,$25000 OR MORE,EXTREMELY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,A GREAT DEAL,HARDLY ANY,YES,3
270,MALE,OTHER,SOUTH WEST,NO,4,2,41,28,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,17,19,6,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,27,VERY SATISFIED,YES,FAIR,MIDDLE CLASS,60.6,86.6,25.5,46,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,0
271,MALE,OTHER,SOUTH WEST,NO,5,3,19,17,4,3-4 FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,15,18,6,PRETTY HAPPY,NEVER MARRIED,,53,MOD. SATISFIED,YES,,WORKING CLASS,62.5,83.7,23,68,$1000 TO 2999,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,DEPENDS,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,0
272,MALE,WHITE,SOUTH WEST,YES,4,2,36,26,2,ROW HOUSE,WORKING FULLTIME,BACHELOR,16,16,12,7,PRETTY HAPPY,DIVORCED,,23,MOD. SATISFIED,YES,,WORKING CLASS,53.7,86.6,61.9,66,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
273,FEMALE,OTHER,SOUTH WEST,YES,4,1,27,18,8,3-4 FAM HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,11,0,0,14,NOT TOO HAPPY,NEVER MARRIED,,51,,YES,GOOD,LOWER CLASS,36.5,27.5,89,30,,$10000 - 14999,,TOO LITTLE,ABOUT RIGHT,,ABOUT RIGHT,,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,,14
274,FEMALE,WHITE,SOUTH WEST,NO,3,2,28,27,5,2 UNITS SIDE BY SIDE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,6,6,6,0,PRETTY HAPPY,NEVER MARRIED,,35,VERY SATISFIED,NO,FAIR,WORKING CLASS,28.6,37.3,87,77,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,8
275,FEMALE,OTHER,SOUTH WEST,YES,2,2,83,17,4,DETACHED 1-FAM HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,13,17,11,0,NOT TOO HAPPY,NEVER MARRIED,,18,,YES,GOOD,MIDDLE CLASS,33.1,90,38.9,65,,$15000 - 19999,MODERATE,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWAYS TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,1
276,MALE,OTHER,SOUTH WEST,NO,2,1,39,27,1,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,15,12,10,15,VERY HAPPY,MARRIED,VERY HAPPY,27,VERY SATISFIED,NO,GOOD,WORKING CLASS,63.5,63.5,42,60.6,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,A GREAT DEAL,,12
277,FEMALE,WHITE,SOUTH WEST,YES,5,2,44,23,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,16,12,11,PRETTY HAPPY,MARRIED,PRETTY HAPPY,24,VERY SATISFIED,YES,,MIDDLE CLASS,76.4,83.7,75.2,50.5,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
278,FEMALE,WHITE,SOUTH WEST,YES,3,2,39,33,2,2 UNITS SIDE BY SIDE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,12,12,14,VERY HAPPY,MARRIED,VERY HAPPY,31,MOD. SATISFIED,YES,,MIDDLE CLASS,62.1,64.2,42,44.7,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
279,FEMALE,WHITE,SOUTH WEST,YES,1,1,30,32,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,14,14,VERY HAPPY,MARRIED,PRETTY HAPPY,50,VERY SATISFIED,YES,GOOD,WORKING CLASS,59.9,65.8,67,26,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,,RADIO,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,3
280,MALE,WHITE,SOUTH WEST,YES,4,2,46,35,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,12,20,14,PRETTY HAPPY,MARRIED,VERY HAPPY,32,VERY SATISFIED,,GOOD,MIDDLE CLASS,52.5,50.7,22,74.1,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,1
281,FEMALE,OTHER,SOUTH WEST,NO,1,1,89,30,5,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,8,8,17,NOT TOO HAPPY,WIDOWED,,27,MOD. SATISFIED,YES,GOOD,WORKING CLASS,29.3,65.8,89,23,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO MUCH,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,19
282,FEMALE,WHITE,SOUTH WEST,NO,1,1,33,,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,16,7,3,PRETTY HAPPY,NEVER MARRIED,,28,MOD. SATISFIED,NO,GOOD,WORKING CLASS,66.1,37.3,23,56,$25000 OR MORE,$25000 OR MORE,EXTREMELY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,1
283,MALE,WHITE,SOUTH WEST,YES,4,2,61,45,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,20,16,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,40,MOD. SATISFIED,NO,,MIDDLE CLASS,85.1,87,21,47,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
284,MALE,OTHER,SOUTH WEST,YES,6,6,20,46,2,APARTMENT HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,14,19,20,9,PRETTY HAPPY,NEVER MARRIED,,19,,YES,GOOD,MIDDLE CLASS,41,46,37.6,79,,$20000 - 24999,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,11
285,FEMALE,WHITE,SOUTH WEST,YES,2,2,29,49,1,APARTMENT HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,11,12,12,5,PRETTY HAPPY,NEVER MARRIED,,13,VERY SATISFIED,YES,GOOD,LOWER CLASS,41.6,52.4,94,28,$10000 - 14999,$10000 - 14999,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,"GAY, LESBIAN OR HOMOSEXUAL",,,,,,,,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,A GREAT DEAL,,23
286,MALE,OTHER,SOUTH WEST,YES,2,1,20,21,1,APARTMENT HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,13,4,16,10,NOT TOO HAPPY,NEVER MARRIED,,51,,NO,GOOD,MIDDLE CLASS,62.5,34,78.5,90,$7000 TO 7999,$7000 TO 7999,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,24
287,FEMALE,WHITE,SOUTH WEST,NO,6,1,66,17,5,2 UNITS SIDE BY SIDE,KEEPING HOUSE,LESS THAN PRIMARY/HIGH SCHOOL,9,12,6,6,NOT TOO HAPPY,NEVER MARRIED,,50,A LITTLE DISSAT,NO,GOOD,LOWER CLASS,21.6,31.4,22.7,63,,$3000 TO 3999,,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,NO,18
288,MALE,OTHER,SOUTH WEST,NO,2,2,64,35,3,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,8,10,13,PRETTY HAPPY,NEVER MARRIED,,41,MOD. SATISFIED,YES,GOOD,WORKING CLASS,33.6,37.3,31,85,,,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
289,FEMALE,BLACK,SOUTH WEST,YES,3,1,18,40,3,OTHER,OTHER,PRIMARY/HIGH SCHOOL,12,16,14,17,PRETTY HAPPY,NEVER MARRIED,,60,,YES,EXCELLENT,MIDDLE CLASS,69,35.1,53.9,57,,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,4
290,MALE,WHITE,SOUTH WEST,YES,2,2,53,29,2,2 UNITS SIDE BY SIDE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,12,12,12,VERY HAPPY,MARRIED,PRETTY HAPPY,28,VERY SATISFIED,NO,EXCELLENT,WORKING CLASS,38,63.5,39.6,38,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,HARDLY ANY,HARDLY ANY,HARDLY ANY,,0
291,MALE,WHITE,SOUTH WEST,NO,5,3,44,26,10,DETACHED 1-FAM HOUSE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,6,0,4,3,VERY HAPPY,MARRIED,PRETTY HAPPY,23,MOD. SATISFIED,NO,FAIR,WORKING CLASS,32.3,28.6,52,22.7,$25000 OR MORE,$25000 OR MORE,,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,,,,,,NO,4
